,year,sentence
6314,1924,"Negotiations have been closed whereby a syndicate formed by Samuel B. Pollak have acquired from George Ehret the blocks bounded by Broadway, Steinway Avenue, Graham Avenue and Albert Avenue in the Astoria section of Long Island City. The property, which comprises about four city blocks, was acquired by Mr. Ehret in 1887 for what was then considered the high price of $25,000.   LONG ISLAND CITY PROJECT.; $2,000,000 Improvement Planned for Four City Blocks."
6315,1924,"Simon, J, wartime charges revived in suit for counsel fees by C Whitman, H A Wise, C G Parker and B D Wise at White Plains WARTIME CHARGES REVIVED IN SUIT; Counsel Sue John Simon for Fees in Litigation Over Alleged Pro-German Activities."
6316,1924,"Changes in commission rates $101,000 IS PAID FOR EXCHANGE SEAT; Highest Price Since 1920 When the Peak Was Reached at $115,000."
6317,1924,Denver station broadcast reaches Hawaii Many Hear New Denver Station.
6318,1924,London newspapers report Amer plotted robbery SAY RICH AMERICAN PLOTTED ROBBERY OF LUDLOW JEWELS; One London Newspaper Reports Chicago Millionaire Who Hired Burglars Died After Theft.
6319,1924,"Capital of State Bank increased RED BANK CAPITAL DOUBLED; Soviet Finance Chief Announces Increase to 100,000,000 Gold Rubles."
6320,1924,"Financiers of Des Moines, Iowa, buy iron mine in Saskatchewan from Collette Bros $500,000 Mine Deal in Canada."
6321,1924,"Divorced AMUSEMENT MAN DIVORCED.; Stephen A. Lynch, Southern Theatre Organizer, is Sued in Paris."
6322,1924,"E P Kearney, clerk, arrested in connection with $63,000 bond shortage STATE CLERK HELD ON $63,000 SHORTAGE; Warrant Charges E.P. Kearney of Controller's Office at Albany With Taking Bonds."
6323,1924,"Sells Ruether to Senators Ruether Bought by Senators, Clark Griffith Announces"
6324,1924,Moscow officials find plot to kill chiefs CHEKE FINDS A PLOT TO KILL RED CHIEFS; Infernal Machines Are Seized at Kharkoff and Several Arrests Are Made.
6325,1924, Pilgrims to Dine Viscount Cecil.
6326,1924,"Pf divd INCREASE IN FRENCH TRADE WITH GERMANY; Imports More Than Doubled in Nine Months of 1924, Exports Trebled."
6327,1924,"Predicts radio marvels, at luncheon in N Y C of British Empire Chamber of Commerce SARNOFF PREDICTS NEW RADIO MARVELS; Says Transocean Telephony Soon Will Be an Every-Day Fact."
6328,1924,"Declared sane by alienists HAARMANN IS SANE, SAY GERMAN ALIENISTS; They Do Not Excuse Mental State of Slayer of 26 -- Prosecutor Asks Sentence of Death."
6329,1924,"Green elected, says he will carry out Gompers's policies; career GREEN IS ELECTED NEW LABOR CHIEF; Secretary of Miners Declares He Will Carry Out Policies of Gompers."
6330,1924, FEARS DISEASE BY THE AIR.; British Official Urges Precautions as Aerial Travel Grows.
6331,1924,"Appt to do construction work in Bogota, Colombia KRUPP WORKS NOTES TO BE OFFERED HERE; Syndicate Headed by Goldman, Sachs & Co. Will Float a $10,000,000 Loan."
6332,1924,"The Persian fete for the benefit of the Big Sisters' organizations, which took place last night at the Plaza, under the sponsorship of Mrs. William K. Vanderbilt 2d, was one of the most unusual charity entertainments of the season. The Plaza ballroom and the adjoining rooms were transformed by means of Oriental hangings and lanterns.   40 SOCIETY GIRLS IN PERSIAN FETE BALLET; Professional Dancers Also Aid Benefit for Big Sisters' Organizations at Plaza."
6333,1924,J L Kilpatrick promoted AUSTRIA ADOPTS SHILLING.; Parliament Passes Bill Introducing New Currency Next June.
6334,1924,Gold footballs awarded Harvard Official Discusses Pass.
6335,1924,Will open on Feb 10; judges WESTMINSTER SHOW TO OPEN ON FEB. 10; Forty-ninth Annual Dog Exhibit Will Be Held in Madison Square Garden.
6336,1924,Radio Corporation of America gives month's test for ry in N Y Harbor Radio Directs Tugboat in the Harbor; New York Central Starts Month's Test
6337,1924,Report that his factions are fighting Trotsky's in Russia Front Page 2 -- No Title
6338,1924, Article 4 -- No Title
6339,1924,Por in review of Chronicles of the Eighteenth Century by Maud Wyndham Parliamentarian and Rival to Pitt; Fifty Critical Years in the Life of an Eighteenth Century Family
6340,1924,"Ellis, H, Impressions and Comments Final ""Impressions"" of Havelock Ellis; IMPRESSION AND COMMENTS: Third and Final Series. 1920-1923. By Havelock Ellis. 241 pp. Boston: Houghton Mifflin Company. $3."
6341,1924,"Exposition of Museum of Art and Crafts in Paris credits Frenchman named Guillemot with invention of machine in 1859, preceding invention by Amer named Sholes Say Frenchman Invented Typewriter"
6342,1924,"Further expansion in certain lines of business was recorded during the last week, according to the weekly trade reviews of the leading mercantile agencies. Retail trade, it was pointed out, had been stimulated by holiday buying. Aside from this, says Dun's Review, there was the usual business contraction at this season of the year, but even where normal contraction was expected there were exceptions.   BUSINESS EXPANDS DESPITE HOLIDAYS; Metals Show Unusual Activity While Most Other Commodities Hold Firm."
6343,1924,"Fardin, W, and W Kelly, injured AUTO FALLS ON 3D RAIL, ONE DEAD, FOUR HURT; Driver Fails to Slow Up at Atlantic Av. Cut of Long Island Road -- Train Stopped in Time."
6344,1924,"Pearson, C B, 101st birthday BANKERS ASK RETRIAL OF $10,534,109 VERDICT; George F. Willett, Winner of Suit, May Recover from Illness, Doctors Report."
6345,1924,"Indian cabin at Brantford, Ont; 5 dead, 4 injured FIVE INDIANS DIE IN FIRE.; Four Others Are Injured on Reservation Near Brantford, Ont."
6346,1924,"Ed, Sen Wadsworth on fusion SENATOR WADSWORTH ON FUSION"
6347,1924,"PASSAIC, N.J., Dec. 20. -- The Passaic High School Basketball team, opening its 1924-25 season in the crowded high school gymnasium here this afternoon, defeated the Pearl River (N.Y.), high school quintet by a score of 74 to 15, making the 148th consecutive victory over a period of six years.   Passaic H.S. Five Wins Opening Game, 74-15, Making 148 Straight Victories in Six-Years"
6348,1924,Plans to open Vatican exposition POPE TO OPEN TODAY VATICAN EXPOSITION; Life and Customs of Natives Everywhere Shown in Exhibits by Catholic Missionaries.
6349,1924, Frozen Field Stops Game.
6350,1924,Will name coach on Jan 13 HARVARD TO NAME COACH ON JAN. 13; Newly Appointed Advisory Body Will Go Into Football Situation in Detail.
6351,1924,Established in aid of widows and orphans of policemen killed on duty FUND FOR POLICE WIDOWS.; Edward Sykes Foundation to Aid Survivors of Men Slain on Duty.
6352,1924,"Cartwright, C E, The Tale of Our Merchant Ships O Blow the Man Down, Bullies""; Six Books on Ships and Men of the Sea"
6353,1924,"Says N Y, N H & H R R will fight unfair motor bus operation in New England NEW HAVEN MOVES TO HALT BUS LINES; Road Asks Court to Enjoin Twenty Rhode Island Corporations and Persons."
6354,1924,Incident of non-union cigar AN ANECDOTE OF GOMPERS.
6355,1924,Atty Gen Stone plans to present Govt's argument against motion for annulment of consent decree STONE TO OPPOSE PACKERS.; May Argue Consent Decree Case Personally in Supreme Court.
6356,1924,"ALBANY, Dec. 20. -- Forty-five new corporations, with an aggregate capitalization of .122,500, were chartered today. They include:   New York Charters."
6357,1924,"With A Soper arrested on return to Lynbrook, L I, from Va charged with abandoning their wives and abducting 2 women 2 HELD AFTER AUTO RIDE.; Married Men Accused of Taking Two Women to Virginia."
6358,1924,Starts inquiry into alleged bribery of Senate employe in interest of salary increase STONE STARTS INQUIRY INTO SENATE BRIBERY; He Says Money Passed Hands in Allegel Deal to Influence Legislation.
6359,1924,"Sp art by F Dean 53 NATIONS NOW HAVE CONSULS IN NEW YORK; Personnel of a Cosmopolitan Group -- These Representatives Look After Trade Interests, Dispense Information, Sign Passports and Perform Other Services"
6360,1924,"ALTHOUGH she admits that the producing of pictures in foreign countries at times possesses its advantages. Lillian Gish says that it also has its disadvantages. Miss Gish's first experience in making a picture abroad was when she acted in ""The White Sister,"" which was made in Rome and near-by towns.   Homesick in Two Lands"
6361,1924,Starts for year's tour; seeking queen BORIS TO SEEK A QUEEN.; Bulgarian King Will Make Tour Looking for Suitable Match.
6362,1924,U S War Dept will replace Stokes mortar by new weapon NEW MORTAR FOR THE ARMY; War Department Displaces Stokes Weapon With New One.
6363,1924,G H Matthes will photograph eclipse from airplane WARN LEHIGH MINERS AGAINST STRIKE VOTE; Union Leaders Say Sympathy Walkout Will Be Violation of Order's Rules.
6364,1924,Bids for Benj Franklin Hotel will be opened Jan 10 Bids to Build Shore Hotel Sought.
6365,1924,Credit service will be extended to include foreign accounts TO EXTEND CREDIT SERVICE.; Motor and Accessory Manufacturers Will Include Foreign Accounts.
6366,1924,Investigation SHOTGUN CLUE FAILS IN AUTO TRAGEDY; Brother of Murdered Man's Widow Produces Rusty Weapon for Prosecution.
6367,1924,"Collins, G, Far Eastern Jaunts "" Beyond the Thin, Blue Line That Rims the Far Horizon""; Three Travel Books on Eastern Lands of Mystery and Romance -- From Jap to Arab"
6368,1924,Schedule CITY READY TO TELL ITS SIDE OF TRANSIT; Delaney to Take the Witness Stand Tomorrow in the McAvoy Inquiry.
6369,1924,Dr J D Long of Public Health Service says reappearance of plague is part of regular cycle; says Service prepares to meet increased danger at our ports BUBONIC PLAGUE RISES IN A REGULAR CYCLE; Public Health Service Prepares to Meet Increased Danger at Our Ports.
6370,1924,leaders fear deadlock will imperil appropriation bills SHOALS DEADLOCK HITS SUPPLY BILLS; Senate Fears That Jam Which Always Comes at Session's End May Imperil Appropriations.
6371,1924,"I Levy, clerk, sought in connection with theft of $25,000; his mother dies a pauper Chaliapin's $32,000 Tax Here Pains the Soviet Treasury"
6372,1924,"Two important billiard matches are likely to be clinched this week and in the event the principals come to terms, the matches are almost certain to be played in this city. The first will be the proposed clash between Willie Hoppe, balkline champion, and Bob Cannefax, the three-cushion title-holder, for two special matches at three-cushions, and the other is the 18.2 balkline match between Edouard Horemans, the Belgian champion, and Erich Hagenlacher, the German champion.   HOPPE IS EXPECTED TO SIGN FOR MATCH; Three-Cushion Tests With Cannefax Likely to Be Clinched Here This Week."
6373,1924,"It has been said that the tales of HAROUN AL RASCHID were called ""The Arabian Nights"" because the temperature of Bagdad during the day sometimes reached 125 degrees Fahrenheit in the shade, whereas the nights were cool by comparison. Bagdad since the World War has had such a boom that its cosmopolitan population is much too busy to afford siestas and languor.   BAGDAD'S BOOM."
6374,1924,"Sued by Rabbi I Rosenberg, L Kamaiky, H Fishel and Rabbi A Teitelbaum for criticizing Central Relief Fund Com 3 GOULD CHILDREN IN COURT DISPUTE; Protests Made at Introduction of Birth Certificates of Second Wife's Children."
6375,1924,"Purdy, statement 2 Men Accused of Plotting to Drown Baby; Seized as One Starts to Toss It Into River"
6376,1924, Fighting Reported at Premedi.
6377,1924,H R Barnett explains proposed new charter because of erroneous impressions assumed from newspaper arts EXPLAINS NEW CHARTER.; H.R. Barrett Save In Principle It Is Same as Submitted Last February.
6378,1924,"Five-dollar silver certificate found in circulation PREDICTS BIG TRADE WITH THE GERMANS; Americanizing of Plants on the Other Side Opens Way, Says Dr. K.G. Frank."
6379,1924,"Trial of W J Corcoran and 5 co-defendants in Cambridge on charge of conspiracy to extort $50,000 from V A Searles; Mrs A Levy and Mrs B Paul plead guilty to indictments WOMEN LURES TESTIFY IN BLACKMAIL TRIAL; Searles, Boston Artist, Told One He Gave $50,000 to Corcoran, She Says."
6380,1924,Races RUNOLATHE WINS HANDICAP IN MUD; Triumphs in the Mission Hill Over Course at Tijuana -- Pays $10.80 for $2.
6381,1924, YATES IS MEDALIST IN PINEHURST GOLF; Leads Field in the Qualifying Round of the Members' Tourney With a 76.
6382,1924,"Organized, officers NEW CHURCH BODY FORMED.; Interdenominational Council on Men's Work Organized."
6383,1924,The farmer's lucky yr THE FARMERS' LUCKY YEAR.
6384,1924,Dinner by Women's Peace Soc for her 80th birthday PEACE ADVOCATES HONOR MRS. VILLARD; Woman's Society Gives a Luncheon for Chairman on Her 80th Birthday.
6385,1924,Changes in firm COTTON LESS ACTIVE AS GRAINS ADVANCE; Prices Show Little Change for Day After Irregular Fluctuations.
6386,1924,Editorials SMALL GIVERS.
6387,1924,Some coaches see need for altering pass; majority oppose alterations COACHES SEE NEED FOR ALERTING PASS; Sanford Among Football Mentors Who Will Seek Curbing of Aerial Attack.
6388,1924,"PARIS, Dec. 20. -- Roger Conti, French billiardist, broke two world's records for 18.2 balkline championship play last evening with a high run of 472, clicking off 500 points in three innings for an average of 166 2-3. The former high run record of 384 was made by Welker Cockran in 1921 at Chicago, while Sutton's high average of 100 for a 500-point match, made against Willie Hoppe, stood for nearly twenty years.   CONTI, BILLIARD STAR, SETS 2 WORLD MARKS; Former French Champion Runs 472, Averages 166 2-3 for 500 Points in Title Play."
6389,1924,"H' Houdini accuses him of aiding ""Margery,"" medium being tested by Scientific Amer com HOUDINI ASSAILS MEDIUM AS FRAUD; Offers to Reproduce All of Margery's Psychic Phenomena or Forfeit $5,000."
6390,1924, Hebrans and Wyns Box a Draw.
6391,1924,"CHICAGO, Dec. 20. -- December and May wheat sold at a new high in the crop at the opening, but the market was called upon to absorb persistent profit-taking sales before the close. A revival of recent rumors to the effect that banks were not inclined to increase loans against cash grain at this level of prices had some effect and induced some longs who had liberal paper profits, to turn them into cash.   PROFIT SALES HALT THE BOOM IN WHEAT; Revival of Rumor That the Banks Won't Loan at Present Prices Has Its Effect."
6392,1924,"S at 3d Pan-Amer Scientific Cong meeting at Lima, Peru PAN-AMERICANS IN SESSION.; Third Scientific Congress Meets in Lima -- Rome Gives Keynote."
6393,1924," WALSH TO FACE STANFORD.; Notre Dame Captain Will Be Able to Play, It Is Announced."
6394,1924,Replies to Lt Commander Kenworthy in Comomns; says Govt will not interfere BRITAIN ACCORDS FREE HAND TO SPAIN; Chamberlain Tells Questioner Spanish and French Interests Are Paramount in Morocco.
